county_name,state_name,age_pct_65_older,age_pct_under_18,age_pct_under_5,edu_bachelors_pct,edu_hs_or_higher_pct,employment_nonemployer_estab,ethnicity_native_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_hispanic_pct,ethnicity_pacific_islander_pct,ethnicity_two_or_more_pct,ethnicity_white_pct,Ethnicities.White Alone	  not Hispanic or Latino,housing_homeownership_pct,housing_households,housing_units,housing_median_value,housing_persons_per_hh,income_median_household,income_per_capita,misc_foreign_born_pct,misc_land_area_sqmi,misc_lang_noneng_pct,misc_same_house_1yr_pct,misc_manuf_shipments,misc_mean_travel_time_min,misc_pct_female,misc_veterans,population_2020,population_2010,population_density,sales_food_services,sales_retail,firms_total,firms_women_owned,firms_men_owned,firms_minority_owned,firms_nonminority_owned,firms_veteran_owned,firms_nonveteran_owned,county_clean
Jefferson County,CO,16.9,19.4,5.1,45.2,94.5,58970.0,1.2,3.1,1.5,15.6,0.1,2.6,91.5,77.7,70.7,232284,245087.0,397700.0,2.44,82986,44119,6.4,764.21,10.6,84.6,6119010.0,28.0,50.1,37469.0,582910,534543,699.5,1069215.0,7465012.0,61610,22451,32687,7211,52256,5904,53067,Jefferson
Jefferson County,FL,24.6,16.6,4.2,22.3,82.0,1101.0,0.5,0.7,33.5,4.2,0.0,1.5,63.7,60.4,77.0,5770,6856.0,133500.0,2.09,47240,24510,4.0,598.1,7.5,84.9,778359.5,29.4,47.5,1205.0,14510,14761,24.7,222146.0,67307.0,1097,433,530,299,731,200,809,Jefferson
Jefferson County,GA,18.9,23.2,6.3,9.9,76.4,1404.0,0.2,0.7,52.6,4.0,0.1,1.1,45.3,42.1,63.2,5664,7283.0,72500.0,2.66,33944,19259,2.2,526.49,4.4,87.6,251409.0,28.9,51.6,824.0,15709,16930,32.2,11425.0,142768.0,1448,506,833,560,794,158,1203,Jefferson
Jefferson County,IA,23.7,15.4,4.4,31.5,93.2,1689.0,0.3,11.5,2.6,3.2,0.0,2.0,83.6,80.9,66.3,6754,7717.0,118300.0,2.54,47708,28611,9.3,435.51,9.4,84.1,266241.0,14.7,45.2,1533.0,15663,16843,38.7,18953.0,171714.0,2806,699,1348,125,2558,131,2419,Jefferson
Jefferson County,ID,11.6,33.7,8.3,24.7,90.2,2488.0,1.4,0.6,0.5,10.6,0.1,1.7,95.6,86.5,80.7,8791,9768.0,203700.0,3.24,63048,24677,3.8,1093.5,9.2,89.6,214840.0,24.0,48.9,1443.0,30891,26140,23.9,11378.5,116388.0,1918,485,975,123,1739,87,1725,Jefferson
Jefferson County,IL,19.5,22.3,6.3,17.9,87.4,2246.0,0.4,1.2,8.9,2.9,0.0,2.1,87.4,85.3,73.2,14985,17039.0,96700.0,2.37,49896,26466,2.0,571.17,4.5,85.7,741144.5,19.6,48.5,2735.0,37113,38827,68.0,71129.0,709525.0,3307,749,2113,180,2958,478,2613,Jefferson
Jefferson County,IN,18.4,20.4,5.8,17.9,89.7,1818.0,0.4,0.9,2.2,3.0,0.0,1.6,95.0,92.4,71.9,12632,14535.0,132900.0,2.35,52718,27152,1.3,360.63,2.0,83.0,1548413.0,24.0,52.0,2152.0,33147,32428,89.9,50580.0,390891.0,2447,865,1193,29,2259,324,1932,Jefferson
Jefferson County,KS,18.9,22.7,5.1,23.2,93.5,1255.0,1.0,0.3,0.8,3.0,0.1,2.0,95.8,93.3,84.1,7575,8477.0,150600.0,2.46,64864,30655,0.5,532.57,1.6,91.5,328053.5,29.5,49.2,1475.0,18368,19126,35.9,13223.0,74016.0,1565,472,944,45,1485,132,1384,Jefferson
Jefferson County,KY,16.7,22.0,6.2,33.4,90.6,57630.0,0.2,3.0,22.4,5.9,0.1,2.5,71.8,66.6,61.8,312679,349321.0,170100.0,2.4,56586,33251,7.8,380.42,9.6,84.5,28642125.0,22.5,51.7,45715.0,782969,741096,1948.1,2006261.0,10964388.0,63912,21224,35205,11554,49585,6122,53720,Jefferson
Jefferson County,MO,15.5,22.9,5.8,20.4,89.1,13662.0,0.3,0.8,1.2,2.1,0.0,1.6,96.0,94.1,79.4,84444,92137.0,161800.0,2.63,65454,29999,1.9,656.63,3.0,87.5,1420483.0,31.2,50.3,15642.0,226739,218733,333.1,228364.0,1952583.0,16196,4886,9132,544,15312,1556,13858,Jefferson
Jefferson County,MS,17.4,22.2,6.2,15.9,78.0,514.0,0.3,0.2,85.4,0.9,0.0,0.8,13.3,12.9,67.4,2448,3811.0,63400.0,2.75,25019,14659,2.4,519.93,2.3,96.4,483799.0,25.3,50.8,250.0,7260,7726,14.9,942.0,21969.0,537,226,284,451,70,81,440,Jefferson
Jefferson County,MT,22.2,20.4,4.7,35.0,94.3,1121.0,1.8,0.5,0.4,2.9,0.1,2.3,94.8,92.3,84.3,4484,5119.0,282700.0,2.6,69646,32773,1.1,1656.26,1.3,87.0,16801.0,20.4,49.0,1268.0,12085,11406,6.9,7128.0,51728.0,1011,314,478,41,924,85,843,Jefferson
Jefferson County,NE,24.5,21.5,5.3,17.8,91.1,469.0,0.8,0.4,0.6,5.0,0.0,1.1,97.1,92.8,71.2,3302,3911.0,84000.0,2.13,44510,27461,2.3,570.19,3.2,90.4,178448.0,16.7,51.1,534.0,7240,7547,13.2,6657.0,176919.0,821,315,377,0,774,73,673,Jefferson
Jefferson County,NY,14.2,24.0,7.8,22.2,91.0,5293.0,0.7,1.7,6.8,7.8,0.3,3.0,87.5,81.3,56.5,42734,60170.0,149900.0,2.49,52685,26194,4.0,1268.59,8.3,80.1,770537.0,18.0,47.5,9895.0,116721,116229,91.6,198838.0,1937924.0,6304,2027,3663,247,5638,815,4905,Jefferson
Jefferson County,OH,22.1,19.2,5.0,15.8,91.0,3037.0,0.2,0.5,5.5,1.6,0.0,2.3,91.4,90.1,69.0,27428,32408.0,93000.0,2.33,46581,26391,1.5,408.33,2.4,88.2,2276097.0,24.1,51.4,5294.0,65249,69709,170.7,76209.0,723222.0,4075,1292,2148,324,3550,448,3336,Jefferson
Jefferson County,OK,21.5,24.2,5.8,14.7,83.2,447.0,7.2,0.5,1.5,11.3,0.0,4.9,85.8,76.6,72.1,2371,3398.0,66400.0,2.53,39895,24313,2.6,758.83,5.1,82.8,460737.5,27.3,50.0,380.0,5337,6472,8.5,3037.0,45983.0,677,208,306,126,520,0,619,Jefferson
Jefferson County,OR,19.8,23.3,6.3,19.4,87.0,1151.0,18.3,0.9,1.2,19.9,0.2,3.4,75.9,60.7,68.1,8094,10305.0,224600.0,2.78,53277,23987,6.2,1780.79,16.2,80.5,168255.0,25.7,48.3,1788.0,24502,21720,12.2,21335.0,133082.0,1251,425,614,166,1026,133,994,Jefferson
Jefferson County,PA,21.5,21.2,5.6,15.9,89.3,2977.0,0.3,0.3,0.5,0.9,0.0,1.0,97.8,97.1,74.3,18427,22755.0,103900.0,2.34,47603,25509,0.6,652.43,5.3,90.9,887565.0,23.9,50.2,2954.0,44492,45200,69.3,41628.0,556232.0,4402,1013,2949,78,4169,492,3753,Jefferson
Jefferson County,TN,20.4,19.2,4.8,16.8,85.3,3249.0,0.5,0.7,2.1,3.8,0.1,1.4,95.2,91.8,75.2,20154,24453.0,146300.0,2.57,49139,25159,2.6,274.08,4.6,87.3,988290.0,26.2,50.7,4238.0,54683,51407,187.6,53076.0,640357.0,3491,936,2152,90,3315,544,2746,Jefferson
Jefferson County,TX,14.9,24.1,6.9,19.7,84.2,16695.0,1.0,3.9,34.1,22.1,0.1,1.8,59.1,39.4,61.1,92988,109133.0,112800.0,2.56,51248,27094,12.0,876.3,22.6,85.4,80760488.0,20.4,48.9,14668.0,256526,252273,287.9,485461.0,3968309.0,18343,7523,8751,7958,9564,1676,15669,Jefferson
Jefferson County,WA,37.9,11.8,2.9,44.3,95.1,3332.0,2.2,2.0,1.1,3.8,0.2,3.3,91.1,88.2,74.3,14705,18965.0,338000.0,2.07,55127,36598,5.8,1803.7,4.8,83.8,874205.0,24.5,51.1,3776.0,32977,29872,16.6,44908.0,209854.0,4347,1608,1883,173,4041,444,3639,Jefferson
Jefferson County,WI,17.7,20.8,5.1,25.4,91.8,5130.0,0.5,1.0,1.2,7.3,0.0,1.4,96.0,89.3,70.2,32965,36162.0,190400.0,2.46,66291,31992,3.4,556.47,6.2,86.5,3842916.0,24.6,50.0,4980.0,84900,83686,150.4,88256.0,910983.0,6180,1936,3429,345,5605,531,5329,Jefferson
Jefferson County,WV,16.7,22.0,5.4,31.8,89.8,3641.0,0.4,1.6,6.4,6.3,0.1,2.8,88.8,83.2,76.4,20891,23569.0,252300.0,2.64,80430,36305,5.0,209.64,6.4,87.5,206707.0,38.0,50.4,5179.0,57701,53498,255.2,48291.0,451433.0,4367,1411,2312,478,3603,368,3540,Jefferson
Jefferson Davis County,MS,23.1,19.9,5.6,14.1,82.4,867.0,0.3,0.3,59.6,1.9,0.0,0.9,38.8,37.5,75.6,4713,6011.0,94600.0,2.38,32116,20638,0.6,408.44,0.8,92.1,483799.0,36.6,52.7,723.0,11321,12487,30.6,4708.0,61565.0,1016,421,504,587,407,151,817,Jefferson Davis
Jefferson Davis Parish,LA,16.7,25.5,6.7,16.9,81.3,1942.0,0.8,0.5,16.5,2.7,0.0,2.3,79.9,77.7,72.9,11726,14156.0,114000.0,2.64,42105,25474,0.9,651.33,7.4,89.0,1901186.0,31.1,51.0,1633.0,32250,31594,48.5,29413.0,402754.0,2220,695,1102,228,1871,236,1843,Jefferson Davis
Jefferson Parish,LA,17.7,22.0,6.5,26.8,85.7,45909.0,0.6,4.3,28.3,14.9,0.1,1.8,64.9,52.0,61.2,169452,188656.0,188200.0,2.54,54032,30374,13.0,295.63,17.8,88.8,2996915.0,24.5,51.7,20586.0,440781,432552,1463.1,1056508.0,8112339.0,48639,16887,26153,17590,29290,4607,41468,Jefferson
Jenkins County,GA,17.4,19.8,5.1,7.9,79.3,541.0,0.5,1.0,42.6,6.2,0.2,1.0,54.6,50.4,71.4,3443,4251.0,74500.0,2.53,27375,15531,5.3,347.28,8.8,90.3,554410.0,25.8,46.8,517.0,8674,8340,24.0,33983.0,40505.0,638,227,370,164,453,61,542,Jenkins
Jennings County,IN,16.9,23.2,6.1,12.0,87.8,1474.0,0.3,0.4,0.9,2.6,0.1,1.4,96.9,94.6,77.7,10792,12410.0,109800.0,2.53,54191,26017,1.3,376.58,2.3,87.1,425632.0,24.7,49.9,1969.0,27613,28525,75.7,17813.0,196912.0,1704,451,925,63,1535,144,1366,Jennings
Jerauld County,SD,27.2,23.5,6.0,22.5,89.4,181.0,0.8,0.2,0.3,4.7,0.1,1.3,97.1,92.9,72.6,921,1083.0,81900.0,2.14,49632,42660,2.3,526.23,3.8,92.9,109693.0,14.7,50.0,168.0,1663,2071,3.9,2566.0,21346.0,180,0,134,0,169,0,147,Jerauld
Jerome County,ID,13.2,30.5,8.2,16.1,77.2,1204.0,2.3,0.6,0.8,37.3,0.2,1.5,94.7,60.2,64.9,8022,8664.0,164600.0,2.94,52921,21461,16.4,597.19,30.0,82.1,172944.0,17.8,48.7,1134.0,24237,22374,37.5,16745.0,277014.0,1592,500,815,172,1355,193,1318,Jerome
Jersey County,IL,19.8,20.4,5.2,20.3,92.3,1328.0,0.4,1.0,0.8,1.4,0.0,1.3,96.5,95.4,81.9,8499,10173.0,147900.0,2.47,63028,30182,1.0,369.27,1.7,90.9,741144.5,27.4,51.3,1848.0,21512,22985,62.2,26280.0,230634.0,1358,415,697,0,1277,125,1144,Jersey
Jessamine County,KY,15.5,23.7,6.2,29.5,87.3,4454.0,0.3,1.3,4.6,3.7,0.1,2.1,91.6,88.3,64.6,18821,20797.0,172100.0,2.72,58245,31146,5.0,172.12,6.1,84.2,681361.0,23.8,51.4,3097.0,52991,48586,282.3,35974.5,920326.0,4643,1617,2574,307,4204,456,3950,Jessamine
Jewell County,KS,30.3,20.4,5.8,19.3,93.1,270.0,0.7,0.5,0.3,2.6,-1.0,1.1,97.4,94.9,81.3,1380,2015.0,56100.0,2.07,40676,27731,1.3,909.78,1.4,92.9,328053.5,15.9,48.8,230.0,2932,3077,3.4,13223.0,18252.0,286,30,189,0,276,0,218,Jewell
Jim Hogg County,TX,17.1,30.6,7.1,13.4,74.5,414.0,0.7,0.6,0.8,92.7,0.0,0.8,97.1,5.5,71.6,1626,2463.0,65000.0,3.2,33382,16864,3.8,1136.14,65.3,89.1,575658.0,30.5,48.7,123.0,4838,5300,4.7,3499.0,72829.0,461,110,290,391,42,30,403,Jim Hogg
Jim Wells County,TX,15.7,27.3,7.1,12.2,74.9,2950.0,1.0,0.6,1.1,80.1,0.1,0.9,96.3,18.0,70.6,12987,16408.0,76200.0,3.12,41505,21510,5.6,864.97,47.7,91.5,454745.0,28.4,50.4,1589.0,38891,40838,47.2,74160.0,641610.0,4022,1393,2184,2801,1077,345,3392,Jim Wells
Jo Daviess County,IL,28.8,18.7,4.3,25.0,92.3,1920.0,0.3,0.5,0.8,3.2,0.1,1.1,97.3,94.4,78.4,9970,13739.0,149100.0,2.15,57946,34437,2.3,601.09,3.3,89.0,480192.0,21.3,49.9,1687.0,22035,22678,37.7,73645.0,293688.0,2234,601,1226,33,2141,138,1819,Jo Daviess
Johnson County,AR,16.9,24.5,6.5,15.4,78.9,1334.0,1.2,2.7,2.2,14.3,0.1,2.1,91.6,78.7,70.4,9682,11569.0,103500.0,2.64,38511,21010,9.4,659.8,14.0,89.8,657258.0,18.9,50.5,1688.0,25749,25540,38.7,20403.0,237296.0,1826,496,1034,146,1630,266,1473,Johnson
Johnson County,GA,18.6,18.8,5.4,9.1,75.1,556.0,0.4,0.4,34.3,2.8,0.0,1.0,63.8,61.9,67.3,3393,4122.0,64100.0,2.68,42446,21087,0.8,303.01,2.6,88.1,14867.0,28.5,43.5,684.0,9189,9980,32.9,2652.0,37055.0,471,200,228,172,285,37,418,Johnson
Johnson County,IA,12.3,19.9,5.8,52.8,94.9,10302.0,0.4,6.5,7.5,5.8,0.1,2.5,83.0,78.0,58.5,59134,66257.0,227600.0,2.38,62542,35108,11.9,614.04,15.4,75.1,3400394.0,19.1,50.4,5055.0,152854,130882,213.1,20428.0,1861697.0,11533,3606,5929,1156,9758,1064,9620,Johnson
Johnson County,IL,21.9,18.3,4.7,16.0,82.2,751.0,0.4,0.3,7.1,3.1,0.0,1.2,91.0,88.4,84.2,4303,5639.0,109500.0,2.38,52774,23140,1.9,343.92,3.6,84.2,741144.5,25.5,45.5,958.0,13308,12582,36.6,38907.0,88589.0,954,154,585,33,893,249,583,Johnson
Johnson County,IN,14.8,24.6,6.2,32.7,92.1,11003.0,0.3,4.0,2.6,3.8,0.1,1.9,91.2,87.9,72.7,56628,62521.0,164600.0,2.67,72440,34408,4.6,320.43,6.6,84.6,2024112.0,26.9,50.7,9240.0,161765,139654,435.8,263619.0,2324605.0,10968,3108,6335,736,9767,1048,9229,Johnson
Johnson County,KS,15.0,24.0,6.2,56.0,96.0,51958.0,0.4,5.4,4.9,7.9,0.0,2.6,86.6,79.4,69.2,228592,248495.0,259600.0,2.57,89087,46517,8.9,473.38,11.9,84.3,7140752.0,21.0,50.9,28353.0,609863,544179,1149.6,1225340.0,10481372.0,56873,18518,31128,6058,48367,5224,48124,Johnson
Johnson County,KY,18.7,22.2,5.6,16.3,80.6,1341.0,0.2,0.5,0.4,0.9,0.0,1.1,97.7,97.0,71.9,8488,10666.0,101300.0,2.59,37055,21974,1.2,261.95,2.2,87.3,559741.0,30.2,50.9,1134.0,22680,23356,89.2,35974.5,383024.0,1763,539,1020,78,1619,252,1443,Johnson
Johnson County,MO,12.9,21.5,6.3,28.9,92.5,3068.0,0.7,1.8,5.0,4.8,0.3,2.8,89.4,85.4,61.0,19864,22397.0,156500.0,2.48,55273,25380,2.9,829.28,3.9,72.7,468824.0,21.5,48.9,5644.0,54013,52595,63.4,66284.0,508177.0,3451,1040,1786,176,3116,463,2780,Johnson
Johnson County,NE,19.0,18.8,4.8,17.5,86.3,295.0,1.6,1.4,6.6,10.3,-1.0,1.0,89.4,80.2,73.4,1809,2171.0,94400.0,2.28,54712,24072,4.0,376.05,9.5,87.6,231681.5,21.3,40.8,336.0,5290,5217,13.9,1971.0,44756.0,453,126,211,0,435,102,315,Johnson
